order_id,date,country,category,customer_name,sales_manager,sales_rep,device_type,order_value_eur,cost,profit_eur,profit_margin
12-1257338,,France,Beauty,Wisoky Inc,Othello Bowes,Avrit Chanders,PC,117538.82,100719.02,16819.800000000003,0.14309995625275124
03-9337803,,France,Clothing,"Schowalter, Lesch and Beahan",Othello Bowes,Ora Grennan,PC,56811.14,48221.3,8589.839999999997,0.15119992311367095
28-0849652,2019-05-30,Finland,Appliances,Friesen-Rath,Hube Corey,Wat Bowkley,Tablet,163967.89,138208.53,25759.360000000015,0.15710002732852155
91-3344544,2020-10-24,Portugal,Smartphones,Johns and Sons,Celine Tumasian,Brynn Dempster,PC,159057.92,139923.25,19134.670000000013,0.12030001398232802
37-0857161,2019-06-21,Italy,Smartphones,"Swaniawski, Runolfsson and Green",Piggy Roscrigg,Joshua Prevost,PC,163203.64,140893.7,22309.940000000002,0.13670001477908214
88-4621939,2020-06-15,Portugal,Other,Johns and Sons,Celine Tumasian,Corene Shirer,PC,249099.44,215695.2,33404.23999999999,0.13410002045769348
52-7280101,,Portugal,Smartphones,Romaguera-Haley,Celine Tumasian,Corene Shirer,Mobile,108412.76,88594.91,19817.84999999999,0.18279997668171155
39-1671087,2020-08-14,Luxembourg,Books,Hessel-Stiedemann,Ilsa Kob,Jocelyn Laurentino,PC,158362.33,133990.37,24371.959999999992,0.1538999836640443
58-9821508,2019-10-13,Portugal,Games,Johns and Sons,Celine Tumasian,Smitty Culverhouse,PC,171884.0,146702.99,25181.01000000001,0.14650002327150874
60-7777080,2019-03-14,Denmark,Books,Wyman Group,Modestia Byfford,Case Desorts,PC,22164.96,17938.1,4226.860000000001,0.19070009600739188
12-4881666,,Sweden,Electronics,Dibbert Inc,Maxie Marrow,Tarrah Castelletti,PC,178304.35,153573.54,24730.809999999998,0.13869998123994168
85-6263705,,Portugal,Games,Wisoky Inc,Celine Tumasian,Hortense Gerring,PC,38494.71,33113.15,5381.559999999998,0.13979998810226127
23-5766200,2019-11-14,Portugal,Games,"Parisian, Steuber and Satterfield",Celine Tumasian,Hortense Gerring,PC,116157.89,97166.07,18991.819999999992,0.1635000429157244
08-0446109,,France,Beauty,Altenwerth-Konopelski,Othello Bowes,Amelina Piscopiello,PC,56118.05,47711.57,8406.480000000003,0.1497999306818395
56-6310976,2019-04-30,UK,Books,Johns and Sons,Jessamine Apark,Jay Morefield,PC,161773.31,138283.83,23489.48000000001,0.14519997149097097
11-0955383,,Portugal,Outdoors,"Dickinson, Hyatt and Berge",Celine Tumasian,Aurelie Wren,PC,263571.82,216155.25,47416.57000000001,0.17989999841409451
27-7169008,2019-03-23,Portugal,Appliances,"Abbott, Roberts and Torp",Celine Tumasian,Brynn Dempster,Tablet,41805.53,33352.45,8453.080000000002,0.20220004386979432
94-3251589,,Portugal,Clothing,Tillman and Sons,Celine Tumasian,Aurelie Wren,PC,93902.04,80793.31,13108.729999999996,0.139600055547249
57-2495984,,France,Electronics,Johns and Sons,Othello Bowes,Ora Grennan,PC,310539.0,248275.93,62263.07000000001,0.20050000161010376
13-9607758,2019-02-19,Portugal,Books,Kihn Inc,Celine Tumasian,Aurelie Wren,PC,82357.57,65474.27,16883.30000000001,0.20499997753697696
32-1940437,2020-08-29,France,Beauty,"Bashirian, Okuneva and Bechtelar",Othello Bowes,Maighdiln Upcraft,Tablet,50585.98,40999.94,9586.04,0.18949993654368266
49-2458036,2020-08-18,Finland,Electronics,Homenick-Marvin,Hube Corey,Wat Bowkley,Tablet,33190.03,28397.39,4792.639999999999,0.14439998999699608
14-1143584,2019-10-13,Bulgaria,Appliances,"Rowe, Hermiston and Kessler",Charil Alpe,Bernadine Fullagar,Mobile,78293.94,66236.67,12057.270000000004,0.15400004138251316
42-2646312,,Portugal,Electronics,Schoen-Keeling,Celine Tumasian,Hortense Gerring,PC,64762.89,54238.92,10523.970000000001,0.16250000579035312
70-3373325,2019-06-15,France,Electronics,Hessel-Stiedemann,Othello Bowes,Amelina Piscopiello,PC,184221.2,150324.5,33896.70000000001,0.18399999565739453
25-2355172,2020-08-18,Spain,Clothing,Romaguera-Dietrich,Emalia Dinse,Perri Aldersley,PC,134908.19,114388.65,20519.540000000008,0.1521000318809407
07-3222085,,France,Smartphones,Smith Group,Othello Bowes,Ora Grennan,PC,122139.94,103684.6,18455.339999999997,0.15109995960371356
44-1953194,,Ireland,Books,Smith Group,Glenine Suttaby,Bunnie Tonbridge,PC,361182.87,288368.4,72814.46999999997,0.20160000943566336
36-3226083,,Sweden,Appliances,"Dickinson, Hyatt and Berge",Maxie Marrow,Madelon Bront,PC,79313.86,63316.25,15997.61,0.20170005595491128
92-2645259,2019-05-23,Sweden,Beauty,Wiza and Sons,Maxie Marrow,Caro Morfield,PC,151315.26,121173.26,30142.000000000015,0.19920000137461358
81-2373308,2020-06-22,France,Smartphones,Kihn Inc,Othello Bowes,Amelina Piscopiello,PC,52805.94,43791.97,9013.970000000001,0.1706999250463111
92-4695001,2019-03-19,Portugal,Games,Johns and Sons,Celine Tumasian,Hortense Gerring,PC,69750.57,60731.82,9018.750000000007,0.12930001862350382
37-8204282,,Portugal,Appliances,Johns and Sons,Celine Tumasian,Hortense Gerring,PC,228961.3,183764.34,45196.95999999999,0.19739999729211877
82-1082124,2019-10-27,France,Electronics,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC,148405.47,128845.63,19559.839999999997,0.13179999362557188
06-5115020,,Bulgaria,Books,Hessel-Stiedemann,Charil Alpe,Bernadine Fullagar,PC,95960.77,76519.12,19441.65000000001,0.20259997913730796
65-5818172,2020-05-18,France,Clothing,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC,83340.04,73264.23,10075.809999999998,0.1208999899688073
87-6162387,2019-06-24,Portugal,Smartphones,Johns and Sons,Celine Tumasian,Hortense Gerring,PC,183363.6,155033.92,28329.679999999993,0.15450002072385136
53-1660551,2020-12-14,Portugal,Other,Hessel-Stiedemann,Celine Tumasian,Brynn Dempster,PC,290551.74,239530.86,51020.880000000005,0.17559998091906112
53-1426071,2019-01-19,France,Smartphones,McGlynn-Prosacco,Othello Bowes,Ora Grennan,Mobile,80781.62,68971.35,11810.26999999999,0.14619996479397157
46-2632808,2020-11-13,France,Smartphones,McGlynn-Prosacco,Othello Bowes,Crysta Halls,PC,123672.7,106036.97,17635.729999999996,0.14260002409585945
82-4653018,2019-10-28,Portugal,Smartphones,"Keeling, Monahan and Pollich",Celine Tumasian,Hortense Gerring,PC,111639.29,97204.33,14434.959999999992,0.1292999982353882
66-0265458,,Netherlands,Games,"Spencer, Rogahn and Muller",Denice Amberg,Nero Harbisher,PC,149956.93,130087.64,19869.289999999994,0.13249997849382483
16-5450021,2020-12-30,UK,Smartphones,Johns and Sons,Jessamine Apark,Winny Agnolo,PC,167615.14,135567.12,32048.02000000002,0.19120003121436413
30-8840089,,Ireland,Electronics,"Zieme, Bailey and Herzog",Glenine Suttaby,Bunnie Tonbridge,PC,84877.87,68454.0,16423.869999999995,0.19350002538942124
43-5417299,,Ireland,Electronics,"Christiansen, Donnelly and Bechtelar",Glenine Suttaby,Palm Wetherald,PC,65831.42,52487.39,13344.029999999999,0.20270001771190715
59-1230573,,Ireland,Appliances,Johns and Sons,Glenine Suttaby,Bunnie Tonbridge,PC,80719.44,64422.19,16297.25,0.20189993884992263
95-8015610,,France,Games,Stehr-Bogan,Othello Bowes,Crysta Halls,PC,146325.53,118333.46,27992.069999999992,0.19129997342227287
61-4937643,,Germany,Electronics,"Leffler, Prohaska and Streich",Rickard Doogood,Casie MacBain,Mobile,30177.8,23924.96,6252.84,0.20719999469808933
33-4102367,,Ireland,Beauty,Corwin and Sons,Glenine Suttaby,Palm Wetherald,PC,135662.46,116764.68,18897.78,0.13929999500230203
88-5343320,2019-10-28,Germany,Smartphones,"Swaniawski, Runolfsson and Green",Rickard Doogood,Casie MacBain,PC,102918.09,87480.38,15437.709999999992,0.14999996599237309
79-6676714,,Portugal,Appliances,Johns and Sons,Celine Tumasian,Brynn Dempster,PC,138764.6,111414.1,27350.5,0.1970999808308459
29-5632797,,Sweden,Games,Baumbach Group,Maxie Marrow,Anita Woakes,PC,106142.65,88151.47,17991.179999999993,0.16950000777255886
36-2366573,,Sweden,Beauty,McGlynn-Prosacco,Maxie Marrow,Alyosha Meah,PC,250315.06,218825.43,31489.630000000005,0.12579998183089744
75-1807214,2020-06-22,France,Appliances,West-Cummings,Othello Bowes,Avrit Chanders,PC,162199.24,130878.57,31320.669999999984,0.1930999799999062
69-8016438,2019-06-24,France,Clothing,Friesen-Rath,Othello Bowes,Avrit Chanders,Mobile,186209.44,148818.58,37390.860000000015,0.2008000238870812
21-7344983,2019-04-21,Portugal,Accessories,Labadie and Sons,Celine Tumasian,Hortense Gerring,Mobile,116774.43,98954.65,17819.78,0.1526000169728938
38-3894304,,Denmark,Electronics,Hegmann Group,Modestia Byfford,Case Desorts,PC,69017.42,55897.21,13120.21,0.1900999776578145
19-8109416,2019-09-18,France,Electronics,Friesen and Sons,Othello Bowes,Maighdiln Upcraft,PC,27400.69,22832.99,4567.699999999997,0.16670018163776157
26-0092767,,France,Appliances,Johns and Sons,Othello Bowes,Ora Grennan,PC,75483.45,60077.28,15406.169999999998,0.20409997158317483
21-2589548,2019-02-17,Sweden,Beauty,Johns and Sons,Maxie Marrow,Alyosha Meah,PC,89376.84,73646.52,15730.319999999992,0.17599995703584947
68-0080728,,France,Smartphones,Larkin-Collier,Othello Bowes,Avrit Chanders,PC,150135.0,131067.85,19067.149999999994,0.12700003330336027
35-4551515,,Portugal,Appliances,Kihn Inc,Celine Tumasian,Smitty Culverhouse,PC,34930.08,28017.42,6912.6600000000035,0.1978999189237472
22-5761330,2020-11-27,Belgium,Smartphones,Labadie and Sons,Lambert Norheny,Collin Mackness,PC,122889.28,103042.66,19846.619999999995,0.16150001041588002
96-3022721,2020-08-14,Sweden,Books,Franecki-White,Maxie Marrow,Anita Woakes,Unknown,48179.57,41405.52,6774.050000000003,0.1406000510174749
31-1849120,,Finland,Clothing,Homenick-Marvin,Hube Corey,Wat Bowkley,PC,74480.56,60023.88,14456.68,0.19410004436056874
34-3302340,2019-03-26,UK,Games,Labadie and Sons,Jessamine Apark,Genevra Charrisson,PC,27987.13,24001.76,3985.3700000000026,0.1424000960441461
37-9761957,,Bulgaria,Clothing,"Hamill, Kulas and Roob",Charil Alpe,Shermy McGready,PC,159294.28,130605.38,28688.899999999994,0.18010000107976254
19-9205287,,Portugal,Appliances,Hilll-Vandervort,Celine Tumasian,Smitty Culverhouse,Mobile,37582.13,31967.36,5614.769999999997,0.1493999940929372
53-0205940,2019-03-24,Luxembourg,Electronics,Johns and Sons,Ilsa Kob,Jocelyn Laurentino,Mobile,104743.22,83281.33,21461.89,0.20490004030809822
11-5630090,2020-08-25,UK,Accessories,Johns and Sons,Jessamine Apark,Jay Morefield,PC,151012.12,126080.02,24932.09999999999,0.16509999329855107
66-5572109,,Sweden,Beauty,Romaguera-Dietrich,Maxie Marrow,Alyosha Meah,PC,233858.47,185543.31,48315.16,0.20660000041905688
36-0185776,2019-03-22,UK,Clothing,Corwin and Sons,Jessamine Apark,Jay Morefield,Tablet,83097.4,68148.18,14949.220000000001,0.17989997280299988
11-2988171,,Spain,Electronics,Labadie and Sons,Emalia Dinse,Manuel Goudie,PC,68745.86,58014.63,10731.230000000003,0.15610001824109848
64-0103144,,Ireland,Electronics,Friesen-Rath,Glenine Suttaby,Bunnie Tonbridge,PC,99887.86,84045.65,15842.210000000006,0.15859995398840265
43-7357498,2019-06-20,France,Books,Johns and Sons,Othello Bowes,Crysta Halls,PC,212521.26,172014.71,40506.55000000002,0.19059998985513268
98-6247105,2019-10-20,Germany,Games,Labadie and Sons,Rickard Doogood,Casie MacBain,PC,161217.16,135696.48,25520.679999999993,0.1583000221564503
02-9523107,2019-05-26,Sweden,Games,Kihn Inc,Maxie Marrow,Caro Morfield,PC,78542.59,68010.03,10532.559999999998,0.13409998320656344
74-6920956,2019-08-26,UK,Outdoors,"Dickinson, Hyatt and Berge",Jessamine Apark,Genevra Charrisson,PC,90559.16,75318.05,15241.11,0.16830003723532772
91-4735064,2019-12-27,Sweden,Accessories,Wunsch LLC,Maxie Marrow,Tarrah Castelletti,PC,240940.97,195138.09,45802.880000000005,0.19010000665308188
52-3150154,2020-09-18,France,Games,Armstrong-Little,Othello Bowes,Ora Grennan,PC,133754.65,106147.69,27606.959999999992,0.2064000017943301
02-3364199,,Sweden,Books,Goldner-Dibbert,Maxie Marrow,Madelon Bront,Mobile,17524.02,14122.61,3401.41,0.19409986977873797
67-6692861,2019-01-18,Sweden,Games,"Fisher, Morar and Skiles",Maxie Marrow,Alyosha Meah,Mobile,57927.54,48914.01,9013.529999999999,0.1556000824478305
00-8086430,,Finland,Appliances,Johns and Sons,Hube Corey,Wat Bowkley,PC,100978.49,86568.86,14409.630000000005,0.1426999948206792
22-4278602,2019-05-17,Ireland,Other,Friesen-Rath,Glenine Suttaby,Bunnie Tonbridge,Mobile,36070.76,29339.96,6730.800000000003,0.18659989420794024
33-0729966,2020-08-25,Portugal,Clothing,Marquardt-Kuvalis,Celine Tumasian,Corene Shirer,PC,104711.22,90868.4,13842.820000000007,0.1321999686375539
09-7835975,,Portugal,Electronics,"Zieme, Bailey and Herzog",Celine Tumasian,Brynn Dempster,PC,90994.31,72540.66,18453.649999999994,0.20280004321149306
56-6094665,2019-11-21,Bulgaria,Books,"Spencer, Rogahn and Muller",Charil Alpe,Shermy McGready,PC,105277.2,90759.47,14517.729999999996,0.13790003913477938
54-5082146,,Finland,Appliances,"Rowe, Hermiston and Kessler",Hube Corey,Mellicent Mattys,PC,194962.05,154975.33,39986.72,0.2051000181830259
05-0243828,2019-10-13,Portugal,Games,Larkin-Collier,Celine Tumasian,Brynn Dempster,PC,85515.6,67959.25,17556.350000000006,0.20529996866068886
30-9025281,2020-10-27,France,Books,Johns and Sons,Othello Bowes,Maighdiln Upcraft,Tablet,84035.82,71329.6,12706.220000000001,0.15120004778914514
75-0683725,,Sweden,Games,"Swaniawski, Runolfsson and Green",Maxie Marrow,Alyosha Meah,Mobile,93996.68,77171.27,16825.40999999999,0.179000045533523
06-4986886,,France,Beauty,"Hermiston, Simonis and Wisoky",Othello Bowes,Maighdiln Upcraft,Mobile,31161.76,27300.82,3860.9399999999987,0.12389993376497345
45-1867999,2020-07-23,Luxembourg,Games,"Dickinson, Hyatt and Berge",Ilsa Kob,Jocelyn Laurentino,PC,148359.68,118480.04,29879.64,0.20140000301968838
52-5981325,,Sweden,Books,Johns and Sons,Maxie Marrow,Alyosha Meah,PC,71119.23,59220.98,11898.249999999993,0.1673000396657837
56-2408571,2019-09-18,Portugal,Beauty,Friesen and Sons,Celine Tumasian,Hortense Gerring,PC,141965.11,119193.91,22771.199999999983,0.16039997433172126
73-2763209,,Finland,Books,Hegmann Group,Hube Corey,Mellicent Mattys,PC,127994.87,105800.56,22194.309999999998,0.17339999642173157
77-5229094,2019-09-19,Portugal,Games,Goldner-Dibbert,Celine Tumasian,Aurelie Wren,Mobile,106325.72,92705.4,13620.320000000007,0.1280999554952462
10-1511807,,Sweden,Games,Stehr LLC,Maxie Marrow,Tarrah Castelletti,PC,78679.6,62416.53,16263.070000000007,0.20669995780354763
15-9091881,2019-04-26,Bulgaria,Books,Rath-Schroeder,Charil Alpe,Bernadine Fullagar,Tablet,37073.91,30274.55,6799.360000000004,0.18340013233025607
08-4398900,2019-10-17,France,Books,Johns and Sons,Othello Bowes,Ora Grennan,PC,108968.67,88395.39,20573.28,0.1887999550696544
47-0713476,,Spain,Games,Hessel-Stiedemann,Emalia Dinse,Perri Aldersley,PC,174262.11,143278.31,30983.79999999999,0.17779998187787346
51-1141675,,Denmark,Books,Johns and Sons,Modestia Byfford,Cobby Andersen,PC,47516.54,38987.32,8529.220000000001,0.17950002251847463
07-5296371,2020-02-20,Luxembourg,Games,"Murray, Reichel and Nolan",Ilsa Kob,Jocelyn Laurentino,PC,61374.06,49099.25,12274.809999999998,0.19999996741294282
00-7326184,,Portugal,Games,"Hartmann, Hane and Pfannerstill",Celine Tumasian,Corene Shirer,PC,83904.32,69011.3,14893.020000000004,0.1775000381386799
55-1904761,2019-09-29,Portugal,Outdoors,Romaguera-Dietrich,Celine Tumasian,Smitty Culverhouse,PC,120152.33,97527.65,22624.680000000008,0.18829996888116948
15-3241183,2019-02-17,Netherlands,Smartphones,Smith Group,Denice Amberg,Nero Harbisher,PC,60917.85,52736.58,8181.269999999997,0.13430004506068413
60-1991659,2020-08-14,Sweden,Accessories,"Shanahan, Schaden and Parker",Maxie Marrow,Anita Woakes,PC,170457.8,142809.54,27648.25999999998,0.16220002839412442
12-2375671,2020-01-23,Ireland,Other,"Leffler, Prohaska and Streich",Glenine Suttaby,Palm Wetherald,PC,88684.7,75337.65,13347.050000000003,0.15050002988114075
62-9738356,,Spain,Games,"Schmitt, Purdy and Johnson",Emalia Dinse,Bertha Walbrook,Mobile,120012.56,97762.23,22250.33,0.18540001146546664
77-3656041,,France,Beauty,Johns and Sons,Othello Bowes,Ora Grennan,PC,118027.37,96050.67,21976.699999999997,0.18620003139949656
59-0893568,2019-09-17,UK,Beauty,"Dickinson, Hyatt and Berge",Jessamine Apark,Winny Agnolo,PC,141552.4,122994.88,18557.51999999999,0.13110000254322773
22-7587128,2019-09-20,Sweden,Electronics,"Lubowitz, McLaughlin and Erdman",Maxie Marrow,Tarrah Castelletti,PC,67161.99,55764.6,11397.390000000007,0.16970000442214422
48-2124998,,Germany,Accessories,Considine-Fisher,Rickard Doogood,Casie MacBain,Mobile,250483.63,217269.5,33214.130000000005,0.1326000026428873
89-0187996,2020-08-31,France,Appliances,"Fisher, Morar and Skiles",Othello Bowes,Ora Grennan,Tablet,26103.94,22339.75,3764.1899999999987,0.14420007094714432
32-9344186,,Sweden,Clothing,Hessel-Stiedemann,Maxie Marrow,Tarrah Castelletti,PC,98322.98,84872.4,13450.580000000002,0.1367999627350595
34-8182639,,Portugal,Beauty,"Murray, Reichel and Nolan",Celine Tumasian,Brynn Dempster,PC,104391.93,86770.57,17621.359999999986,0.16880002122769439
38-6130023,,France,Clothing,Kihn Inc,Othello Bowes,Ora Grennan,PC,91540.03,74916.36,16623.67,0.18160000603014875
30-7149594,2020-11-29,Portugal,Beauty,"Swaniawski, Runolfsson and Green",Celine Tumasian,Hortense Gerring,Tablet,78057.96,67161.07,10896.89,0.13959998442183216
75-7443241,2020-03-13,Netherlands,Clothing,Dibbert Inc,Denice Amberg,Nero Harbisher,PC,77896.83,62714.74,15182.090000000004,0.194899972181153
16-8778373,2020-09-16,Portugal,Games,Johns and Sons,Celine Tumasian,Corene Shirer,PC,141796.75,112317.21,29479.539999999994,0.20789996949859565
20-7532198,,Portugal,Outdoors,Connelly-Mohr,Celine Tumasian,Brynn Dempster,PC,201537.12,166127.05,35410.07000000001,0.1756999901556597
